company_id,start_year,name,output_salse,output_profit,input_employee,input_capital,input_assets,years_from_org,prefecture_others,prefecture_兵庫県,prefecture_大阪府,prefecture_愛知県,prefecture_東京都,prefecture_神奈川県
1011501009437,2023,株式会社ＡＤＥＫＡ,704651000000.0,72452000000.0,1800.4,23026400000.0,179894600000.0,,0,0,0,0,1,0
1012401000634,2023,株式会社サンドラッグ,2138010000000.0,83863000000.0,3681.8,3931000000.0,162256800000.0,58.0,0,0,0,0,1,0
1012401002696,2023,リオン株式会社,90877125000.0,10247900000.0,502.0,2033252000.0,23175803200.0,79.0,0,0,0,0,1,0
1012701001142,2023,株式会社アルメディオ,7649490000.0,364814000.0,35.2,1603016000.0,2526074400.0,42.0,0,0,0,0,1,0
1012801018219,2023,株式会社タイミー,51002422000.0,2262038000.0,463.4,109894400.0,5046035000.0,,0,0,0,0,1,0
1013201011111,2023,株式会社ペルセウスプロテオミクス,420241000.0,-3745429000.0,22.0,1450698600.0,1703329000.0,22.0,0,0,0,0,1,0
1013201014709,2023,株式会社はてな,14686848000.0,765560000.0,179.6,240636000.0,2377375400.0,22.0,0,0,0,0,1,0
1013201016399,2023,株式会社明豊エンタープライズ,51157390000.0,5044603000.0,36.6,305761200.0,4276198000.0,,0,0,0,0,1,0
1013201019245,2023,株式会社ダブルスタンダード,26512478000.0,4902024000.0,59.0,263778000.0,2491515200.0,11.0,0,0,0,0,1,0
1013301004808,2023,山洋電気株式会社,396598000000.0,20636000000.0,1299.6,9926000000.0,51774200000.0,87.0,0,0,0,0,1,0
1013401001845,2023,株式会社ＫＳＫ,75385000000.0,5787000000.0,1682.6,1448000000.0,10233800000.0,49.0,0,0,0,0,1,0
1020001005862,2023,株式会社アルファ,88949000000.0,208000000.0,414.8,2760000000.0,16864000000.0,,0,0,0,0,0,1
1020001015003,2023,ジオマテック株式会社,26270596000.0,-7055236000.0,398.0,4043850000.0,10251144000.0,,0,0,0,0,0,1
1020001015606,2023,株式会社ＣＩＪ,66329818000.0,4513848000.0,845.2,2270228000.0,12712710200.0,47.0,0,0,0,0,0,1
1020001022180,2023,レーザーテック株式会社,536798000000.0,153490000000.0,378.8,931000000.0,79479000000.0,61.0,0,0,0,0,0,1
1020001023559,2023,株式会社創健社,23132862000.0,121749000.0,40.2,920465000.0,1081339200.0,,0,0,0,0,0,1
1020001030638,2023,横浜冷凍株式会社,557373000000.0,4500000000.0,1335.8,14303000000.0,77852000000.0,,0,0,0,0,0,1
1020001033780,2023,株式会社テイン,15917552000.0,1911804000.0,102.6,217556000.0,3913208200.0,,0,0,0,0,0,1
1020001039274,2023,株式会社メディネット,3529784000.0,-5654445000.0,93.4,6409344000.0,5091186600.0,28.0,0,0,0,0,1,0
1020001053696,2023,イリソ電子工業株式会社,166649000000.0,9990000000.0,506.6,5640000000.0,34176400000.0,,0,0,0,0,0,1
1020001066839,2023,ＮＫＫスイッチズ株式会社,36312698000.0,952030000.0,165.6,951799000.0,8886326600.0,,0,0,0,0,0,1
1020001071491,2023,富士通株式会社,9460636000000.0,944345000000.0,34008.0,324827600000.0,1066145800000.0,88.0,0,0,0,0,0,1
1020003014176,2023,株式会社yutori,9131469000.0,279544000.0,33.6,110075400.0,274487200.0,,0,0,0,0,1,0
1030001006892,2023,株式会社ハイデイ日高,185116697000.0,5963828000.0,862.0,1625363000.0,23720239400.0,,1,0,0,0,0,0
